,Mom   
20130516,  -0.80
20130517,  -0.08
20130520,  -0.98
20130521,   0.00
20130522,   0.08
20130523,   0.10
20130524,   0.15
20130528,   0.43
20130529,  -0.60
20130530,   0.15
20130531,  -0.24
20130603,  -0.37
20130604,  -0.44
20130605,  -0.53
20130606,   0.84
20130607,   0.54
20130610,   0.11
20130611,  -0.31
20130612,  -0.35
20130613,   0.51
20130614,   0.25
20130617,   0.29
20130618,   0.12
20130619,   0.09
20130620,  -0.67
20130621,  -0.65
20130624,  -0.38
20130625,   0.55
20130626,   0.61
20130627,   0.50
20130628,  -0.44
20130701,   0.47
20130702,  -0.08
20130703,   0.03
20130705,   0.58
20130708,   0.22
20130709,   0.14
20130710,  -0.35
20130711,   0.09
20130712,   0.48
20130715,  -0.13
20130716,  -0.62
20130717,   0.33
20130718,   0.20
20130719,   0.07
20130722,   0.17
20130723,  -0.24
20130724,   0.07
20130725,  -0.02
20130726,   0.02
20130729,  -0.43
20130730,   0.11
20130731,   0.62
20130801,   0.62
20130802,   0.50
20130805,  -0.13
20130806,  -0.42
20130807,  -0.39
20130808,   0.11
20130809,   0.11
20130812,  -0.23
20130813,   0.01
20130814,  -0.29
20130815,  -0.88
20130816,   0.42
20130819,  -0.18
20130820,   0.48
20130821,   0.25
20130822,   0.36
20130823,  -0.31
20130826,   0.10
20130827,  -0.97
20130828,   0.31
20130829,   0.75
20130830,  -0.44
20130903,   0.96
20130904,   0.47
20130905,   0.08
20130906,  -0.22
20130909,  -0.02
20130910,   0.72
20130911,  -0.04
20130912,   0.05
20130913,  -0.03
20130916,   0.27
20130917,   0.07
20130918,  -0.54
20130919,   0.09
20130920,   0.32
20130923,  -0.54
20130924,   0.58
20130925,   0.19
20130926,   0.38
20130927,   0.34
20130930,   0.22
20131001,   0.47
20131002,  -0.12
20131003,  -0.11
20131004,   0.53
20131007,  -0.76
20131008,  -1.10
20131009,  -0.23
20131010,   1.20
20131011,   0.24
20131014,   0.26
20131015,   0.07
20131016,   0.62
20131017,   0.21
20131018,   0.32
20131021,  -0.16
20131022,  -0.38
20131023,  -0.55
20131024,   0.16
20131025,  -0.26
20131028,  -0.58
20131029,   0.26
20131030,  -0.42
20131031,   0.37
20131101,  -0.06
20131104,   0.04
20131105,   0.60
20131106,  -1.28
20131107,  -1.14
20131108,   1.30
20131111,   0.26
20131112,  -0.09
20131113,   0.64
20131114,  -0.09
20131115,  -0.05
20131118,  -0.92
20131119,  -0.48
20131120,   0.10
20131121,   0.91
20131122,   0.48
20131125,  -0.37
20131126,   0.63
20131127,  -0.19
20131129,  -0.21
20131202,   0.24
20131203,  -0.62
20131204,   0.08
20131205,   0.28
20131206,   0.25
20131209,  -0.27
20131210,   0.15
20131211,  -0.48
20131212,   0.58
20131213,   0.43
20131216,   0.03
20131217,  -0.14
20131218,   0.18
20131219,  -0.14
20131220,   0.39
20131223,  -0.12
20131224,  -0.19
20131226,   0.20
20131227,  -0.84
20131230,  -0.07
20131231,   0.05
20140102,  -0.06
20140103,   0.24
20140106,  -0.11
20140107,   0.52
20140108,   0.64
20140109,   0.77
20140110,  -0.15
20140113,  -0.54
20140114,   0.56
20140115,  -0.31
20140116,  -0.05
20140117,   0.00
20140121,  -0.04
20140122,   0.30
20140123,  -0.54
20140124,  -0.99
20140127,  -0.55
20140128,   0.83
20140129,  -0.55
20140130,   1.25
20140131,   0.11
20140203,  -0.84
20140204,   0.45
20140205,  -0.10
20140206,   0.16
20140207,   0.58
20140210,  -0.09
20140211,   0.07
20140212,   0.25
20140213,   0.37
20140214,  -0.33
20140218,   0.73
20140219,  -0.33
20140220,   0.51
20140221,   0.24
20140224,   0.40
20140225,   0.12
20140226,  -0.09
20140227,   0.04
20140228,  -0.27
20140303,  -0.06
20140304,   0.82
20140305,   0.33
20140306,  -0.52
20140307,  -0.24
20140310,   0.01
20140311,  -0.07
20140312,  -0.05
20140313,  -0.32
20140314,  -0.12
20140317,   0.24
20140318,   0.51
20140319,  -0.11
20140320,  -0.17
20140321,  -1.11
20140324,  -1.01
20140325,  -0.25
20140326,  -0.85
20140327,  -0.47
20140328,  -0.47
20140331,   0.73
20140401,   0.98
20140402,  -0.10
20140403,  -1.07
20140404,  -1.69
20140407,  -1.03
20140408,  -0.10
20140409,   1.39
20140410,  -1.87
20140411,  -0.53
20140414,  -0.19
20140415,   0.00
20140416,   0.96
20140417,   0.27
20140421,   0.16
20140422,   0.71
20140423,  -0.30
20140424,  -0.49
20140425,  -1.28
20140428,  -1.14
20140429,   0.70
20140430,   0.53
20140501,   0.08
20140502,   0.11
20140505,   0.42
20140506,  -0.44
20140507,  -0.21
20140508,  -0.64
20140509,  -0.16
20140512,   0.87
20140513,  -0.16
20140514,  -0.44
20140515,  -0.29
20140516,  -0.18
20140519,   0.70
20140520,   0.09
20140521,   0.40
20140522,   0.05
20140523,   0.41
20140527,   0.50
20140528,   0.19
20140529,   0.27
20140530,  -0.02
20140602,   0.21
20140603,   0.19
20140604,   0.34
20140605,  -0.11
20140606,  -0.23
20140609,  -0.40
20140610,  -0.14
20140611,   0.23
20140612,  -0.26
20140613,  -0.09
20140616,   0.10
20140617,  -0.06
20140618,   0.09
20140619,   0.11
20140620,   0.34
20140623,  -0.15
20140624,  -0.46
20140625,   0.36
20140626,   0.21
20140627,  -0.12
20140630,   0.08
20140701,   0.24
20140702,  -0.07
20140703,   0.04
20140707,  -0.15
20140708,  -0.24
20140709,   0.31
20140710,   0.01
20140711,   0.11
20140714,   0.39
20140715,  -0.50
20140716,  -0.11
20140717,  -0.56
20140718,   0.50
20140721,   0.23
20140722,   0.27
20140723,  -0.22
20140724,  -0.13
20140725,  -0.21
20140728,  -0.21
20140729,  -0.23
20140730,  -0.13
20140731,  -0.68
20140801,   0.30
20140804,   0.54
20140805,  -0.32
20140806,  -0.50
20140807,   0.12
20140808,   0.05
20140811,   0.00
20140812,  -0.05
20140813,   0.79
20140814,  -0.34
20140815,   0.38
20140818,   0.12
20140819,  -0.05
20140820,   0.02
20140821,  -0.40
20140822,   0.09
20140825,   0.31
20140826,  -0.21
20140827,   0.05
20140828,   0.05
20140829,   0.06
20140902,   0.29
20140903,  -0.12
20140904,  -0.36
20140905,   0.28
20140908,   0.17
20140909,   0.15
20140910,  -0.01
20140911,  -0.11
20140912,  -0.42
20140915,  -0.11
20140916,   0.68
20140917,   0.07
20140918,   0.06
20140919,   0.01
20140922,  -0.05
20140923,   0.26
20140924,   0.15
20140925,  -0.22
20140926,   0.59
20140929,   0.14
20140930,  -0.14
20141001,  -0.39
20141002,  -0.24
20141003,   0.46
20141006,  -0.28
20141007,   0.11
20141008,   0.27
20141009,   0.07
20141010,  -0.39
20141013,  -0.90
20141014,  -0.84
20141015,  -0.69
20141016,  -0.31
20141017,   1.06
20141020,   0.04
20141021,   0.29
20141022,   0.75
20141023,   0.09
20141024,   1.09
20141027,   0.32
20141028,  -0.24
20141029,   0.27
20141030,   0.00
20141031,   0.00
20141103,   0.31
20141104,   0.50
20141105,  -0.18
20141106,   0.23
20141107,  -0.91
20141110,   0.63
20141111,  -0.39
20141112,  -0.22
20141113,   0.35
20141114,  -0.80
20141117,   0.58
20141118,   0.61
20141119,  -0.10
20141120,  -0.73
20141121,  -0.34
20141124,   0.11
20141125,   0.48
20141126,   0.93
20141128,   1.14
20141201,   0.31
20141202,   0.80
20141203,  -0.21
20141204,   0.90
20141205,   0.41
20141208,   1.10
20141209,  -0.37
20141210,   0.64
20141211,   0.20
20141212,   0.04
20141215,   0.18
20141216,  -0.55
20141217,  -0.65
20141218,   0.28
20141219,  -0.96
20141222,   0.20
20141223,  -0.96
20141224,   0.74
20141226,   0.08
20141229,  -0.20
20141230,  -0.08
20141231,  -0.48
20150102,  -0.08
20150105,   1.16
20150106,   0.50
20150107,   0.90
20150108,   0.14
20150109,  -0.01
20150112,   0.87
20150113,   0.32
20150114,   0.07
20150115,   0.76
20150116,  -0.20
20150120,   0.74
20150121,  -0.99
20150122,   0.32
20150123,   0.10
20150126,  -0.85
20150127,  -0.40
20150128,   1.18
20150129,   0.61
20150130,  -2.66
20150202,  -0.80
20150203,  -1.22
20150204,   0.77
20150205,  -0.69
20150206,  -0.78
20150209,  -0.63
20150210,   1.20
20150211,   0.45
20150212,  -0.46
20150213,  -1.33
20150217,   0.01
20150218,   0.66
20150219,  -0.57
20150220,   0.56
20150223,   0.93
20150224,  -0.06
20150225,  -1.03
20150226,   0.29
20150227,  -0.18
20150302,   0.33
20150303,  -0.40
20150304,   0.05
20150305,  -0.03
20150306,   0.10
20150309,   0.78
20150310,   0.45
20150311,  -0.04
20150312,   0.67
20150313,   0.72
20150316,   0.63
20150317,   0.23
20150318,  -0.83
20150319,   0.94
20150320,  -0.43
20150323,  -0.49
20150324,  -0.33
20150325,  -1.16
20150326,   0.00
20150327,   1.15
20150330,   0.18
20150331,  -0.24
20150401,  -0.15
20150402,  -0.55
20150406,  -1.31
20150407,  -0.30
20150408,   1.27
20150409,  -0.80
20150410,   0.31
20150413,   0.06
20150414,  -1.16
20150415,  -1.72
20150416,   0.57
20150417,   0.08
20150420,   0.29
20150421,   1.27
20150422,  -0.17
20150423,  -0.25
20150424,   0.38
20150427,  -1.24
20150428,  -0.73
20150429,  -1.25
20150430,  -1.15
20150501,   1.00
20150504,   0.24
20150505,  -0.43
20150506,   0.44
20150507,   0.84
20150508,   0.17
20150511,   0.54
20150512,  -0.34
20150513,  -0.07
20150514,   0.87
20150515,  -0.36
20150518,   0.76
20150519,   0.85
20150520,  -0.19
20150521,  -0.52
20150522,   0.30
20150526,   0.39
20150527,   0.80
20150528,   0.23
20150529,   0.13
20150601,   0.42
20150602,  -0.85
20150603,   0.29
20150604,   0.16
20150605,  -0.21
20150608,  -0.03
20150609,  -0.03
20150610,  -0.08
20150611,   0.42
20150612,   0.09
20150615,   0.30
20150616,   0.12
20150617,   0.20
20150618,   0.82
20150619,   0.38
20150622,   0.19
20150623,  -0.28
20150624,   0.01
20150625,   0.87
20150626,   0.03
20150629,   0.30
20150630,   0.68
20150701,   1.59
20150702,  -0.35
20150706,   1.40
20150707,  -0.35
20150708,   0.56
20150709,   0.02
20150710,   1.08
20150713,  -0.01
20150714,  -0.28
20150715,   1.29
20150716,   0.77
20150717,  -0.10
20150720,   1.38
20150721,  -0.39
20150722,   1.08
20150723,  -0.14
20150724,   1.05
20150727,   0.20
20150728,  -0.91
20150729,  -1.01
20150730,   0.20
20150731,   1.20
20150803,   1.00
20150804,   0.29
20150805,   0.84
20150806,  -2.11
20150807,   1.03
20150810,  -2.00
20150811,   0.08
20150812,  -1.00
20150813,   1.34
20150814,   0.19
20150817,   0.72
20150818,   0.21
20150819,   1.20
20150820,  -0.40
20150821,  -0.13
20150824,  -0.01
20150825,   0.94
20150826,   0.42
20150827,  -2.06
20150828,  -1.53
20150831,  -1.80
20150901,   0.88
20150902,   1.01
20150903,  -0.72
20150904,   0.70
20150908,   0.88
20150909,   0.29
20150910,   0.30
20150911,   1.26
20150914,   0.53
20150915,  -0.40
20150916,  -1.70
20150917,   1.10
20150918,   1.24
20150921,  -0.09
20150922,   0.41
20150923,   1.99
20150924,  -0.56
20150925,  -0.51
20150928,  -0.28
20150929,  -0.42
20150930,   0.26
20151001,   0.64
20151002,  -2.18
20151005,  -1.97
20151006,  -3.06
20151007,  -0.34
20151008,  -1.61
20151009,   0.42
20151012,   1.84
20151013,  -0.17
20151014,  -0.77
20151015,   0.66
20151016,   0.77
20151019,   1.34
20151020,  -1.02
20151021,   0.43
20151022,  -0.67
20151023,   0.89
20151026,   1.74
20151027,   1.70
20151028,  -0.71
20151029,  -0.51
20151030,  -1.02
20151102,  -1.00
20151103,  -1.50
20151104,   0.76
20151105,   1.08
20151106,   0.33
20151109,   0.32
20151110,   0.85
20151111,   1.39
20151112,   0.69
20151113,  -0.59
20151116,  -1.04
20151117,   0.88
20151118,  -0.47
20151119,   0.20
20151120,   0.90
20151123,   0.08
20151124,  -1.34
20151125,   0.01
20151127,   0.78
20151130,  -0.64
20151201,   0.48
20151202,   0.98
20151203,  -0.08
20151204,   2.04
20151207,   0.72
20151208,   1.09
20151209,  -1.47
20151210,  -0.55
20151211,   0.42
20151214,   1.46
20151215,   0.04
20151216,  -0.18
20151217,   0.71
20151218,  -0.77
20151221,  -0.06
20151222,  -1.08
20151223,  -1.88
20151224,   0.08
20151228,   1.40
20151229,   0.24
20151230,   0.51
20151231,  -0.97
20160104,  -1.93
20160105,   0.66
20160106,   1.92
20160107,   0.87
20160108,  -0.12
20160111,   1.62
20160112,   1.04
20160113,   0.15
20160114,  -0.64
20160115,   0.36
20160119,   1.61
20160120,  -0.07
20160121,  -2.65
20160122,  -0.19
20160125,   1.58
20160126,  -1.94
20160127,  -0.49
20160128,   0.41
20160129,  -1.19
20160201,   0.32
20160202,   1.22
20160203,  -2.42
20160204,  -2.04
20160205,  -0.70
20160208,   1.17
20160209,   1.77
20160210,   0.64
20160211,   0.50
20160212,  -1.28
20160216,  -1.37
20160217,  -2.28
20160218,   0.10
20160219,   1.44
20160222,  -1.60
20160223,   1.52
20160224,  -0.23
20160225,   0.43
20160226,  -2.02
20160229,  -0.89
20160301,  -0.14
20160302,  -2.55
20160303,  -1.94
20160304,  -0.99
20160307,  -2.39
20160308,   3.63
20160309,  -0.13
20160310,   0.55
20160311,  -1.96
20160314,  -0.07
20160315,   2.12
20160316,  -1.20
20160317,  -0.87
20160318,  -0.86
20160321,  -0.16
20160322,  -0.08
20160323,   3.16
20160324,  -0.52
20160328,   0.84
20160329,  -0.16
20160330,   0.07
20160331,  -1.06
20160401,   1.12
20160404,   0.56
20160405,   0.17
20160406,  -1.45
20160407,   0.30
20160408,  -0.61
20160411,   0.02
20160412,  -1.47
20160413,  -1.33
20160414,  -0.12
20160415,   0.43
20160418,  -0.30
20160419,  -0.63
20160420,  -1.11
20160421,  -0.94
20160422,  -1.29
20160425,   1.36
20160426,  -0.86
20160427,  -0.70
20160428,   0.72
20160429,   0.71
20160502,   0.94
20160503,   1.64
20160504,   1.25
20160505,   0.23
20160506,   0.23
20160509,   0.92
20160510,  -0.69
20160511,   0.35
20160512,   1.18
20160513,   0.19
20160516,  -0.73
20160517,  -1.53
20160518,   0.32
20160519,   0.22
20160520,  -1.22
20160523,  -0.37
20160524,   0.09
20160525,  -1.58
20160526,   0.52
20160527,  -0.20
20160531,  -0.61
20160601,  -0.05
20160602,  -0.61
20160603,   0.66
20160606,  -1.35
20160607,  -0.01
20160608,   0.56
20160609,   1.16
20160610,   1.52
20160613,   0.29
20160614,   0.65
20160615,  -0.60
20160616,   0.43
20160617,  -1.02
20160620,  -0.37
20160621,   0.58
20160622,   0.09
20160623,  -1.08
20160624,   2.01
20160627,   2.79
20160628,  -1.43
20160629,  -0.69
20160630,   0.64
20160701,  -0.96
20160705,   1.91
20160706,  -0.44
20160707,  -0.55
20160708,  -0.60
20160711,  -0.21
20160712,  -1.52
20160713,   0.87
20160714,  -0.61
20160715,  -0.12
20160718,  -0.70
20160719,   0.62
20160720,  -0.79
20160721,  -0.31
20160722,   0.33
20160725,  -0.09
20160726,  -0.25
20160727,  -0.90
20160728,   0.19
20160729,   0.14
20160801,  -0.09
20160802,   0.44
20160803,  -1.61
20160804,   0.57
20160805,  -1.34
20160808,  -0.44
20160809,   0.45
20160810,   0.81
20160811,  -0.72
20160812,  -0.27
20160815,  -1.05
20160816,  -0.34
20160817,   0.39
20160818,   0.04
20160819,  -0.25
20160822,   0.18
20160823,  -0.44
20160824,   0.40
20160825,   0.41
20160826,  -0.44
20160829,  -0.19
20160830,  -0.44
20160831,   0.23
20160901,   0.65
20160902,   0.02
20160906,  -0.08
20160907,  -0.67
20160908,  -0.61
20160909,  -0.18
20160912,  -0.21
20160913,   0.21
20160914,   0.37
20160915,   0.08
20160916,   0.10
20160919,   0.02
20160920,  -0.02
20160921,   0.59
20160922,  -0.19
20160923,  -0.36
20160926,   0.42
20160927,   0.01
20160928,   0.30
20160929,   0.41
20160930,  -0.37
20161003,  -0.08
20161004,  -0.52
20161005,  -0.76
20161006,   0.76
20161007,   0.17
20161010,   0.11
20161011,   0.04
20161012,   0.51
20161013,   0.13
20161014,   0.32
20161017,   0.49
20161018,  -0.31
20161019,  -0.34
20161020,  -0.42
20161021,  -0.24
20161024,   0.38
20161025,   0.07
20161026,  -0.78
20161027,  -0.21
20161028,   0.42
20161031,   0.77
20161101,  -0.22
20161102,   0.08
20161103,   0.79
20161104,  -0.60
20161107,  -0.22
20161108,   0.55
20161109,  -2.00
20161110,  -1.98
20161111,  -0.25
20161114,  -1.50
20161115,   0.70
20161116,   0.67
20161117,  -0.13
20161118,   0.14
20161121,   0.36
20161122,   0.46
20161123,  -0.46
20161125,   0.03
20161128,   0.65
20161129,   0.30
20161130,  -0.70
20161201,  -0.51
20161202,   0.46
20161205,  -0.27
20161206,  -0.45
20161207,   0.09
20161208,  -0.38
20161209,  -0.66
20161212,   0.20
20161213,  -0.10
20161214,   0.02
20161215,   0.27
20161216,  -0.89
20161219,   0.13
20161220,   0.43
20161221,   0.32
20161222,   0.30
20161223,  -0.39
20161227,   0.29
20161228,  -0.13
20161229,   0.08
20161230,  -0.26
20170103,  -0.61
20170104,  -0.37
20170105,  -0.61
20170106,  -0.18
20170109,  -0.37
20170110,   0.71
20170111,   0.65
20170112,  -0.54
20170113,   0.17
20170117,  -0.91
20170118,   0.52
20170119,   0.34
20170120,   0.18
20170123,   0.08
20170124,   1.18
20170125,   0.50
20170126,   0.55
20170127,   0.05
20170130,  -0.70
20170131,  -0.66
20170201,   0.48
20170202,  -0.50
20170203,   0.89
20170206,  -0.24
20170207,  -0.24
20170208,  -0.63
20170209,   0.47
20170210,  -0.33
20170213,   0.32
20170214,   0.12
20170215,  -0.24
20170216,  -0.06
20170217,  -0.41
20170221,   0.07
20170222,  -0.07
20170223,  -0.54
20170224,  -0.61
20170227,   0.14
20170228,   0.13
20170301,   1.27
20170302,  -1.15
20170303,   0.64
20170306,   0.02
20170307,   0.10
20170308,  -0.66
20170309,  -0.19
20170310,  -0.18
20170313,   0.54
20170314,  -0.17
20170315,  -0.05
20170316,  -0.18
20170317,   0.14
20170320,  -0.01
20170321,  -1.68
20170322,   0.21
20170323,   0.15
20170324,   0.08
20170327,  -0.32
20170328,   0.37
20170329,  -0.45
20170330,   0.72
20170331,   0.00
20170403,   0.04
20170404,   0.37
20170405,  -0.45
20170406,   0.08
20170407,   0.01
20170410,  -0.90
20170411,   0.13
20170412,  -0.60
20170413,  -0.32
20170417,   0.52
20170418,  -0.02
20170419,   0.20
20170420,   0.41
20170421,   0.16
20170424,   0.94
20170425,   0.12
20170426,  -0.22
20170427,   0.25
20170428,  -0.08
20170501,   0.98
20170502,  -0.59
20170503,  -0.02
20170504,  -0.01
20170505,  -0.30
20170508,   0.01
20170509,   0.05
20170510,   0.05
20170511,   0.12
20170512,   0.31
20170515,   0.07
20170516,   0.83
20170517,  -1.54
20170518,   0.57
20170519,  -0.25
20170522,   0.36
20170523,   0.56
20170524,   0.13
20170525,   0.58
20170526,   0.16
20170530,   0.08
20170531,  -0.02
20170601,  -0.42
20170602,   0.56
20170605,   0.05
