,Mom   
19770211,  -0.15
19770214,  -0.17
19770215,   0.00
19770216,  -0.05
19770217,   0.27
19770218,   0.04
19770222,  -0.06
19770223,   0.04
19770224,   0.26
19770225,  -0.47
19770228,  -0.01
19770301,   0.09
19770302,   0.05
19770303,  -0.17
19770304,   0.02
19770307,  -0.15
19770308,   0.09
19770309,   0.49
19770310,  -0.14
19770311,  -0.10
19770314,  -0.42
19770315,  -0.22
19770316,  -0.14
19770317,  -0.09
19770318,   0.16
19770321,   0.13
19770322,  -0.09
19770323,  -0.18
19770324,   0.35
19770325,   0.21
19770328,   0.13
19770329,  -0.04
19770330,   0.38
19770331,   0.18
19770401,  -0.04
19770404,   0.49
19770405,   0.01
19770406,   0.27
19770407,   0.09
19770411,  -0.12
19770412,   0.05
19770413,   0.11
19770414,  -0.07
19770415,   0.20
19770418,   0.31
19770419,   0.52
19770420,   0.39
19770421,   0.41
19770422,   0.39
19770425,   0.45
19770426,   0.12
19770427,  -0.01
19770428,  -0.09
19770429,   0.13
19770502,   0.30
19770503,   0.08
19770504,  -0.13
19770505,  -0.10
19770506,   0.20
19770509,   0.03
19770510,  -0.03
19770511,   0.41
19770512,   0.21
19770513,   0.10
19770516,   0.15
19770517,  -0.15
19770518,  -0.13
19770519,   0.30
19770520,   0.31
19770523,   0.14
19770524,  -0.15
19770525,   0.19
19770526,  -0.12
19770527,   0.30
19770531,   0.11
19770601,   0.04
19770602,   0.31
19770603,  -0.10
19770606,   0.16
19770607,  -0.20
19770608,   0.12
19770609,   0.08
19770610,   0.15
19770613,   0.02
19770614,  -0.23
19770615,   0.05
19770616,   0.12
19770617,   0.00
19770620,  -0.13
19770621,   0.08
19770622,   0.15
19770623,   0.04
19770624,  -0.11
19770627,   0.24
19770628,   0.38
19770629,  -0.02
19770630,   0.15
19770701,   0.25
19770705,   0.09
19770706,   0.23
19770707,  -0.15
19770708,   0.26
19770711,   0.20
19770712,   0.24
19770713,   0.22
19770715,  -0.30
19770718,  -0.19
19770719,  -0.32
19770720,  -0.13
19770721,  -0.12
19770722,   0.02
19770725,   0.07
19770726,   0.06
19770727,  -0.12
19770728,   0.03
19770729,  -0.30
19770801,   0.02
19770802,   0.08
19770803,  -0.37
19770804,   0.03
19770805,   0.25
19770808,   0.14
19770809,  -0.13
19770810,  -0.18
19770811,   0.31
19770812,  -0.21
19770815,  -0.25
19770816,   0.17
19770817,  -0.29
19770818,  -0.28
19770819,  -0.38
19770822,  -0.31
19770823,   0.13
19770824,   0.06
19770825,  -0.25
19770826,  -0.27
19770829,  -0.10
19770830,   0.03
19770831,  -0.06
19770901,   0.46
19770902,   0.21
19770906,   0.16
19770907,   0.19
19770908,   0.13
19770909,   0.21
19770912,  -0.01
19770913,  -0.06
19770914,  -0.03
19770915,   0.23
19770916,   0.24
19770919,   0.27
19770920,   0.09
19770921,   0.19
19770922,   0.16
19770923,   0.16
19770926,  -0.34
19770927,   0.09
19770928,   0.16
19770929,   0.08
19770930,   0.09
19771003,  -0.13
19771004,   0.05
19771005,   0.15
19771006,   0.04
19771007,   0.25
19771010,   0.16
19771011,  -0.01
19771012,  -0.55
19771013,  -0.63
19771014,  -0.16
19771017,  -0.06
19771018,  -0.07
19771019,   0.09
19771020,   0.19
19771021,   0.22
19771024,   0.26
19771025,  -0.56
19771026,  -0.05
19771027,  -0.10
19771028,   0.10
19771031,   0.31
19771101,   0.15
19771102,   0.19
19771103,   0.03
19771104,   0.07
19771107,   0.20
19771108,   0.25
19771109,   0.19
19771110,  -0.20
19771111,  -0.42
19771114,   0.32
19771115,  -0.17
19771116,   0.38
19771117,   0.32
19771118,  -0.01
19771121,   0.24
19771122,  -0.33
19771123,  -0.22
19771125,  -0.14
19771128,   0.27
19771129,   0.46
19771130,   0.11
19771201,   0.37
19771202,   0.33
19771205,   0.32
19771206,   0.62
19771207,   0.06
19771208,   0.09
19771209,  -0.19
19771212,   0.23
19771213,   0.23
19771214,  -0.05
19771215,   0.00
19771216,   0.21
19771219,   0.30
19771220,  -0.09
19771221,  -0.33
19771222,  -0.49
19771223,  -0.19
19771227,   0.30
19771228,   0.24
19771229,   0.01
19771230,   0.01
19780103,  -0.39
19780104,  -0.29
19780105,  -0.18
19780106,  -0.24
19780109,  -0.70
19780110,  -0.30
19780111,  -0.03
19780112,   0.14
19780113,   0.33
19780116,  -0.05
19780117,  -0.28
19780118,   0.03
19780119,   0.18
19780120,   0.16
19780123,  -0.09
19780124,   0.05
19780125,  -0.07
19780126,   0.16
19780127,  -0.06
19780130,  -0.16
19780131,   0.18
19780201,   0.03
19780202,   0.08
19780203,   0.48
19780206,   0.03
19780207,  -0.36
19780208,  -0.32
19780209,   0.17
19780210,   0.11
19780213,   0.11
19780214,   0.28
19780215,  -0.15
19780216,   0.36
19780217,   0.11
19780221,   0.14
19780222,  -0.04
19780223,  -0.03
19780224,   0.21
19780227,   0.18
19780228,   0.28
19780301,  -0.01
19780302,   0.15
19780303,  -0.08
19780306,   0.28
19780307,   0.04
19780308,   0.04
19780309,   0.06
19780310,  -0.47
19780313,   0.14
19780314,   0.02
19780315,   0.39
19780316,   0.05
19780317,  -0.17
19780320,  -0.23
19780321,   0.45
19780322,   0.30
19780323,   0.09
19780327,   0.17
19780328,   0.09
19780329,   0.12
19780330,  -0.13
19780331,  -0.03
19780403,   0.06
19780404,   0.25
19780405,  -0.02
19780406,   0.20
19780407,   0.15
19780410,   0.05
19780411,   0.15
19780412,   0.52
19780413,  -0.37
19780414,  -0.62
19780417,  -0.93
19780418,   0.00
19780419,   0.15
19780420,   0.05
19780421,   0.17
19780424,  -0.32
19780425,  -0.08
19780426,  -0.10
19780427,   0.54
19780428,   0.12
19780501,   0.35
19780502,   0.32
19780503,   0.63
19780504,   0.37
19780505,   0.34
19780508,   0.08
19780509,   0.17
19780510,   0.21
19780511,  -0.24
19780512,  -0.05
19780515,  -0.09
19780516,  -0.09
19780517,   0.03
19780518,  -0.03
19780519,  -0.34
19780522,  -0.04
19780523,  -0.26
19780524,  -0.10
19780525,   0.07
19780526,   0.36
19780530,   0.10
19780531,   0.36
19780601,   0.09
19780602,   0.40
19780605,   0.31
19780606,   0.43
19780607,   0.19
19780608,   0.34
19780609,   0.38
19780612,   0.11
19780613,   0.24
19780614,   0.21
19780615,   0.04
19780616,   0.00
19780619,  -0.11
19780620,  -0.13
19780621,  -0.52
19780622,   0.29
19780623,   0.39
19780626,  -0.65
19780627,  -0.23
19780628,   0.21
19780629,   0.25
19780630,   0.06
19780703,  -0.07
19780705,  -0.04
19780706,   0.02
19780707,   0.36
19780710,   0.71
19780711,  -0.01
19780712,   0.31
19780713,   0.32
19780714,   0.73
19780717,   0.18
19780718,   0.11
19780719,   0.32
19780720,   0.11
19780721,  -0.12
19780724,   0.05
19780725,   0.40
19780726,   0.30
19780727,   0.21
19780728,   0.10
19780731,   0.16
19780801,   0.07
19780802,   0.24
19780803,   0.21
19780804,   0.23
19780807,   0.20
19780808,   0.56
19780809,   0.25
19780810,  -0.42
19780811,   0.14
19780814,   0.08
19780815,  -0.35
19780816,   0.12
19780817,   0.34
19780818,  -0.08
19780821,  -0.45
19780822,   0.17
19780823,   0.49
19780824,   0.45
19780825,   0.19
19780828,  -0.08
19780829,  -0.11
19780830,   0.49
19780831,  -0.05
19780901,   0.27
19780905,   0.26
19780906,   0.31
19780907,  -0.02
19780908,   0.23
19780911,  -0.17
19780912,  -0.19
19780913,  -0.30
19780914,  -0.67
19780915,  -0.59
19780918,  -1.27
19780919,  -1.15
19780920,  -1.57
19780921,   0.19
19780922,   0.26
19780925,  -0.05
19780926,   0.56
19780927,  -0.66
19780928,   0.14
19780929,   0.27
19781002,   0.35
19781003,  -0.25
19781004,   0.35
19781005,   0.21
19781006,   0.08
19781009,   0.31
19781010,   0.15
19781011,   0.19
19781012,   0.15
19781013,  -0.28
19781016,  -1.17
19781017,  -1.84
19781018,  -0.86
19781019,  -1.05
19781020,  -1.89
19781023,  -0.12
19781024,  -0.12
19781025,   0.08
19781026,  -2.13
19781027,  -1.99
19781030,  -0.15
19781031,  -0.71
19781101,   3.32
19781102,   0.46
19781103,   0.72
19781106,  -0.30
19781107,  -1.15
19781108,   0.43
19781109,  -0.10
19781110,   0.20
19781113,  -1.28
19781114,  -1.14
19781115,   0.37
19781116,   0.67
19781117,   0.49
19781120,   0.45
19781121,   0.12
19781122,   0.51
19781124,   0.40
19781127,   0.33
19781128,  -0.23
19781129,   0.01
19781130,   0.27
19781201,   1.03
19781204,   0.38
19781205,   0.52
19781206,   0.25
19781207,   0.00
19781208,  -0.25
19781211,   0.42
19781212,   0.00
19781213,  -0.01
19781214,   0.38
19781215,  -0.10
19781218,  -0.87
19781219,   0.50
19781220,   0.39
19781221,   0.39
19781222,   0.07
19781226,   0.41
19781227,  -0.12
19781228,   0.06
19781229,  -0.07
19790102,  -0.43
19790103,   0.19
19790104,  -0.27
19790105,  -0.06
19790108,   0.17
19790109,  -0.02
19790110,  -0.10
19790111,   0.49
19790112,   0.32
19790115,   0.21
19790116,  -0.38
19790117,   0.13
19790118,  -0.10
19790119,  -0.21
19790122,   0.08
19790123,  -0.08
19790124,  -0.22
19790125,   0.01
19790126,  -0.12
19790129,  -0.31
19790130,  -0.18
19790131,  -0.19
19790201,   0.04
19790202,   0.20
19790205,  -0.39
19790206,  -0.10
19790207,  -0.65
19790208,   0.19
19790209,   0.08
19790212,   0.17
19790213,   0.51
19790214,  -0.38
19790215,  -0.04
19790216,  -0.05
19790220,   0.23
19790221,  -0.20
19790222,  -0.22
19790223,  -0.29
19790226,  -0.15
19790227,  -0.89
19790228,   0.08
19790301,   0.35
19790302,   0.00
19790305,   0.59
19790306,   0.15
19790307,   0.21
19790308,   0.51
19790309,  -0.36
19790312,   0.26
19790313,  -0.22
19790314,  -0.14
19790315,  -0.31
19790316,  -0.09
19790319,   0.03
19790320,  -0.09
19790321,   0.28
19790322,   0.24
19790323,   0.01
19790326,   0.06
19790327,   0.48
19790328,  -0.15
19790329,   0.09
19790330,  -0.22
19790402,   0.03
19790403,   0.49
19790404,  -0.04
19790405,   0.07
19790406,   0.02
19790409,   0.10
19790410,  -0.11
19790411,  -0.43
19790412,   0.03
19790416,  -0.14
19790417,  -0.04
19790418,   0.13
19790419,  -0.10
19790420,   0.03
19790423,   0.03
19790424,   0.28
19790425,   0.45
19790426,   0.03
19790427,   0.06
19790430,   0.18
19790501,   0.10
19790502,   0.10
19790503,   0.11
19790504,  -0.42
19790507,  -0.91
19790508,   0.20
19790509,  -0.01
19790510,  -0.22
19790511,   0.06
19790514,   0.01
19790515,  -0.11
19790516,   0.20
19790517,   0.32
19790518,  -0.06
19790521,  -0.01
19790522,   0.22
19790523,  -0.16
19790524,  -0.12
19790525,   0.16
19790529,   0.11
19790530,  -0.41
19790531,  -0.18
19790601,   0.03
19790604,   0.41
19790605,   0.43
19790606,   0.19
19790607,  -0.03
19790608,  -0.30
19790611,  -0.13
19790612,  -0.57
19790613,  -0.73
19790614,   0.07
19790615,   0.02
19790618,  -0.10
19790619,  -0.04
19790620,   0.26
19790621,   0.26
19790622,   0.03
19790625,  -0.01
19790626,   0.07
19790627,   0.31
19790628,   0.46
19790629,   0.24
19790702,  -0.17
19790703,  -0.12
19790705,  -0.03
19790706,   0.67
19790709,   0.31
19790710,  -0.33
19790711,  -0.74
19790712,  -0.52
19790713,   0.02
19790716,   0.33
19790717,  -0.25
19790718,  -0.15
19790719,   0.06
19790720,   0.08
19790723,   0.05
19790724,   0.10
19790725,   0.00
19790726,  -0.17
19790727,   0.13
19790730,  -0.32
19790731,  -0.52
19790801,  -0.48
19790802,  -0.35
19790803,  -0.12
19790806,  -0.34
19790807,  -0.49
19790808,  -0.30
19790809,  -0.17
19790810,  -0.64
19790813,  -0.48
19790814,   0.11
19790815,  -0.31
19790816,  -0.02
19790817,   0.75
19790820,   0.43
19790821,   0.08
19790822,   0.48
19790823,  -0.03
19790824,   0.31
19790827,   0.26
19790828,  -0.04
19790829,  -0.08
19790830,  -0.11
19790831,   0.10
19790904,  -0.06
19790905,  -0.02
19790906,   0.60
19790907,   0.92
19790910,   0.76
19790911,   0.18
19790912,   0.05
19790913,   0.06
19790914,   0.28
19790917,   0.12
19790918,   0.17
19790919,   0.49
19790920,   1.13
19790921,   0.00
19790924,  -0.16
19790925,   0.00
19790926,   0.34
19790927,   0.36
19790928,   0.03
19791001,  -0.05
19791002,   0.55
19791003,   0.36
19791004,   0.44
19791005,   0.54
19791008,  -0.09
19791009,  -1.67
19791010,  -0.65
19791011,   0.43
19791012,   0.25
19791015,  -0.36
19791016,   0.33
19791017,   0.70
19791018,   0.91
19791019,  -0.67
19791022,  -1.27
19791023,   0.26
19791024,   0.90
19791025,  -0.10
19791026,   0.52
19791029,   0.33
19791030,   0.88
19791031,   0.33
19791101,   0.99
19791102,   0.24
19791105,  -0.23
19791106,   0.11
19791107,  -0.22
19791108,   0.42
19791109,   0.67
19791112,   1.31
19791113,   0.11
19791114,   0.82
19791115,   0.83
19791116,   0.55
19791119,   1.10
19791120,   0.39
19791121,   0.26
19791123,   0.73
19791126,  -0.14
19791127,  -1.34
19791128,  -0.07
19791129,  -0.29
19791130,   0.21
19791203,   0.27
19791204,   0.54
19791205,   0.22
19791206,   0.27
19791207,  -0.44
19791210,   0.24
19791211,   0.46
19791212,   0.52
19791213,   0.57
19791214,   0.92
19791217,   0.87
19791218,  -0.36
19791219,   0.00
19791220,  -0.01
19791221,  -0.22
19791224,  -0.52
19791226,   0.15
19791227,   0.08
19791228,   0.48
19791231,   0.33
19800102,  -1.30
19800103,  -0.72
19800104,   0.62
19800107,   0.38
19800108,   0.04
19800109,   0.24
19800110,   0.13
19800111,   0.40
19800114,   0.45
19800115,   0.18
19800116,   0.81
19800117,   0.40
19800118,   0.39
19800121,   0.85
19800122,  -0.43
19800123,   0.78
19800124,   0.76
19800125,   0.60
19800128,   1.36
19800129,   0.03
19800130,   1.15
19800131,   0.01
19800201,   0.40
19800204,  -0.24
19800205,   0.25
19800206,   1.46
19800207,   1.52
19800208,   1.67
19800211,  -0.35
19800212,  -0.12
19800213,  -0.16
19800214,  -1.13
19800215,  -0.45
19800219,   0.25
19800220,   2.31
19800221,   1.00
19800222,   0.52
19800225,  -0.78
19800226,   1.19
19800227,   0.14
19800228,   0.00
19800229,  -0.17
19800303,   0.02
19800304,   0.44
19800305,   0.38
19800306,  -1.96
19800307,  -1.74
19800310,  -2.19
19800311,   0.42
19800312,   0.26
19800313,  -0.70
19800314,  -0.87
19800317,  -3.22
19800318,   0.82
19800319,   1.45
19800320,  -0.41
19800321,   0.08
19800324,  -1.78
19800325,  -0.98
19800326,  -0.84
19800327,  -3.03
19800328,   2.54
19800331,   0.81
19800401,   0.24
19800402,  -0.13
19800403,  -0.37
19800407,  -1.22
19800408,   0.66
19800409,   1.18
19800410,   0.09
19800411,  -0.15
19800414,  -0.35
19800415,   0.28
19800416,  -1.20
19800417,  -0.75
19800418,  -0.52
19800421,  -0.45
19800422,   1.69
19800423,   0.25
19800424,   0.14
19800425,   0.08
19800428,   0.24
19800429,   0.03
19800430,  -0.34
19800501,  -0.28
19800502,  -0.05
19800505,  -0.49
19800506,  -0.04
19800507,  -0.99
19800508,  -0.94
19800509,  -0.28
19800512,  -0.59
19800513,  -0.09
19800514,   0.17
19800515,  -0.05
19800516,   0.23
19800519,   0.48
19800520,   0.29
19800521,   0.30
19800522,   0.01
19800523,  -0.10
19800527,   0.41
19800528,   0.53
19800529,  -0.12
19800530,   0.22
19800602,   0.09
19800603,   0.22
19800604,   0.52
19800605,   0.17
19800606,   0.30
19800609,   0.71
19800610,   0.13
19800611,   0.59
19800612,  -0.61
19800613,  -0.85
19800616,  -0.28
19800617,   0.47
19800618,   0.03
19800619,  -0.11
19800620,  -0.49
19800623,   0.00
19800624,   0.34
19800625,   0.71
19800626,   0.19
19800627,  -0.25
19800630,  -0.61
19800701,   0.37
19800702,  -0.01
19800703,   0.41
19800707,   0.17
19800708,  -0.32
19800709,  -0.28
19800710,  -0.57
19800711,   0.29
19800714,   0.23
19800715,  -0.45
19800716,   0.21
19800717,   0.37
19800718,  -0.10
19800721,   0.21
19800722,   0.29
19800723,   0.21
19800724,   0.26
19800725,  -0.23
19800728,  -0.08
19800729,   0.03
19800730,  -0.90
19800731,  -0.56
19800801,  -0.03
19800804,  -0.36
19800805,   0.17
19800806,   0.16
19800807,   0.14
19800808,   0.15
19800811,  -0.01
19800812,  -0.29
19800813,   0.03
19800814,   0.43
19800815,   0.33
19800818,  -0.15
19800819,   0.19
19800820,   0.79
19800821,   1.03
19800822,   0.57
19800825,   0.18
19800826,   0.34
19800827,  -0.04
19800828,  -0.44
19800829,   0.09
19800902,   0.28
19800903,   0.28
19800904,   0.15
19800905,   0.38
19800908,  -0.01
19800909,  -0.02
19800910,   0.51
19800911,   0.64
19800912,   0.31
19800915,   0.06
19800916,   0.81
19800917,   0.50
19800918,  -0.07
19800919,   0.06
19800922,   0.69
19800923,   0.18
19800924,   1.20
19800925,  -0.03
19800926,  -0.71
19800929,  -1.32
19800930,   1.25
19801001,   2.02
19801002,   0.68
19801003,   0.66
19801006,   1.09
19801007,  -0.19
19801008,   0.24
19801009,   0.05
19801010,   0.34
19801013,   0.82
19801014,   0.36
19801015,   0.76
19801016,  -0.31
19801017,  -0.23
19801020,   0.44
19801021,   0.35
19801022,   0.55
19801023,  -1.13
19801024,  -0.10
19801027,  -0.77
19801028,   0.39
19801029,   0.42
19801030,  -0.96
19801031,   0.33
19801103,   0.97
19801105,   1.43
19801106,  -0.45
19801107,   0.11
19801110,   0.78
19801111,   0.89
19801112,   1.53
19801113,   1.55
19801114,   0.93
19801117,   1.03
19801118,   1.43
19801119,   0.42
19801120,   0.94
19801121,   0.31
19801124,  -0.57
19801125,   1.14
19801126,   1.53
19801128,   0.69
19801201,  -0.71
19801202,  -0.72
19801203,   0.20
19801204,  -0.44
19801205,  -1.35
19801208,  -2.06
19801209,  -0.04
19801210,  -0.73
19801211,  -0.91
19801212,   1.46
19801215,   0.74
19801216,   0.81
19801217,   1.46
19801218,  -1.16
19801219,  -1.21
19801222,  -0.97
19801223,  -0.90
19801224,  -0.36
19801226,   0.16
19801229,  -0.12
19801230,   0.42
19801231,   0.07
19810102,  -0.77
19810105,  -1.35
19810106,  -1.92
19810107,  -2.16
19810108,  -1.01
19810109,   0.26
19810112,   0.12
19810113,   0.09
19810114,   0.47
19810115,   1.15
19810116,   0.30
19810119,  -0.18
19810120,  -0.54
19810121,  -0.30
19810122,  -0.55
19810123,  -0.02
19810126,  -0.27
19810127,   0.61
19810128,  -0.28
19810129,  -0.54
19810130,  -0.82
19810202,  -1.44
19810203,   0.26
19810204,   0.12
19810205,   0.15
19810206,   0.63
19810209,  -0.24
19810210,   0.13
19810211,  -0.31
19810212,  -0.15
19810213,   0.02
19810217,   0.33
19810218,   0.13
19810219,  -0.41
19810220,  -0.04
19810223,   0.01
19810224,   0.36
19810225,   0.21
19810226,   0.74
19810227,   0.52
19810302,   0.72
19810303,   0.11
19810304,   0.26
19810305,  -0.20
19810306,  -0.47
19810309,  -0.15
19810310,  -0.28
19810311,  -0.27
19810312,  -0.12
19810313,   0.22
19810316,  -0.02
19810317,  -0.43
19810318,  -0.40
19810319,  -0.11
19810320,   0.23
19810323,   0.39
19810324,   0.52
19810325,   0.55
19810326,   0.16
19810327,   0.13
19810330,   0.09
19810331,   0.39
19810401,  -0.39
19810402,  -0.06
19810403,   0.11
19810406,  -0.23
19810407,   0.14
19810408,  -0.17
19810409,  -0.04
19810410,   0.43
19810413,  -0.26
19810414,  -0.77
19810415,   0.58
19810416,   0.45
19810420,   0.32
19810421,  -0.20
19810422,  -0.08
19810423,  -0.13
19810424,  -0.18
19810427,  -0.11
19810428,  -0.49
19810429,  -0.15
19810430,   0.08
19810501,  -0.03
19810504,  -0.75
19810505,  -0.13
19810506,   0.23
19810507,   0.41
19810508,   0.30
19810511,  -0.19
19810512,  -0.11
19810513,   0.47
19810514,   0.08
19810515,   0.22
19810518,   0.50
19810519,   0.17
19810520,   0.44
19810521,   0.39
19810522,   0.51
19810526,   0.02
19810527,   0.89
19810528,   0.86
19810529,   0.13
19810601,  -0.34
19810602,  -0.56
19810603,   0.05
19810604,  -0.13
19810605,  -0.25
19810608,  -0.37
19810609,  -0.33
19810610,  -0.36
19810611,   0.32
19810612,   0.08
19810615,  -0.67
19810616,  -0.93
19810617,  -0.72
19810618,  -0.26
19810619,  -0.28
19810622,  -0.14
19810623,  -0.19
19810624,   0.15
19810625,  -0.26
19810626,   0.18
19810629,  -0.45
19810630,  -0.60
19810701,  -0.18
19810702,  -0.54
19810706,  -1.33
19810707,  -1.04
19810708,  -0.48
19810709,  -0.08
19810710,   0.07
19810713,  -0.29
19810714,  -0.60
19810715,   0.20
19810716,   0.25
19810717,   0.28
19810720,  -0.24
19810721,  -0.16
19810722,   0.13
19810723,   0.05
19810724,   0.12
19810727,  -0.16
19810728,   0.20
19810729,   0.11
19810730,  -0.03
19810731,   0.16
19810803,   0.01
19810804,  -0.18
19810805,   0.05
19810806,   0.36
19810807,   0.07
19810810,  -0.06
19810811,  -0.33
19810812,   0.17
19810813,  -0.10
19810814,  -0.17
19810817,  -0.27
19810818,  -0.31
19810819,   0.09
19810820,   0.27
19810821,   0.21
19810824,  -0.10
19810825,  -0.01
19810826,   0.02
19810827,  -0.02
19810828,  -0.17
19810831,  -0.01
19810901,  -0.09
19810902,   0.03
19810903,  -0.25
19810904,  -0.48
19810908,  -0.52
19810909,   0.21
19810910,   0.20
19810911,  -0.18
19810914,   0.02
19810915,   0.05
19810916,   0.32
19810917,   0.36
19810918,   0.12
19810921,  -0.13
19810922,   0.50
19810923,   0.50
19810924,   0.34
19810925,   0.53
19810928,  -0.19
19810929,   0.30
19810930,   0.14
19811001,  -0.51
19811002,  -0.25
19811005,   0.14
19811006,  -0.74
19811007,  -0.13
19811008,   0.37
19811009,   0.30
19811012,   0.38
19811013,   0.24
19811014,   1.06
19811015,   0.25
19811016,   0.49
19811019,   0.61
19811020,  -0.20
19811021,   0.06
19811022,   0.23
19811023,   0.48
19811026,   0.44
19811027,  -0.23
19811028,   0.13
19811029,   0.13
19811030,  -0.50
19811102,  -0.97
19811103,  -0.34
19811104,   0.03
19811105,   0.34
19811106,   0.41
19811109,   0.42
19811110,   0.40
19811111,   0.58
19811112,   0.10
19811113,   0.46
19811116,   0.45
19811117,  -0.07
19811118,   0.41
19811119,  -0.44
19811120,  -0.24
19811123,  -0.17
19811124,  -0.56
19811125,  -0.11
19811127,  -0.51
19811130,  -0.83
19811201,   0.03
19811202,   0.16
19811203,  -0.29
19811204,  -0.48
19811207,   0.25
19811208,   0.29
19811209,  -0.59
19811210,   0.04
19811211,   0.16
19811214,   0.60
19811215,   0.07
19811216,  -0.03
19811217,  -0.37
19811218,  -0.20
19811221,   0.45
19811222,   0.43
19811223,   0.01
19811224,  -0.35
19811228,   0.42
19811229,   0.37
19811230,  -0.17
19811231,  -0.06
19820104,  -0.65
19820105,   0.66
19820106,   0.26
19820107,   0.20
19820108,   0.10
19820111,   1.47
19820112,   0.03
19820113,   0.31
19820114,  -0.62
19820115,  -0.43
19820118,  -0.25
19820119,   0.69
19820120,   0.69
19820121,   0.12
19820122,   0.29
19820125,   0.06
19820126,  -0.11
19820127,  -0.12
19820128,  -1.24
19820129,   0.04
19820201,   0.86
19820202,   0.07
19820203,   0.76
19820204,   0.44
19820205,  -0.06
19820208,   1.31
19820209,   0.37
19820210,  -0.60
19820211,   0.14
19820212,   0.13
19820216,   0.74
19820217,   0.33
19820218,  -0.15
19820219,   0.51
19820222,   0.82
19820223,   0.58
19820224,  -1.10
19820225,   0.08
19820226,   0.39
19820301,   0.06
19820302,   1.23
19820303,   1.83
19820304,   0.92
19820305,   0.77
19820308,   1.08
19820309,  -0.34
19820310,  -0.69
19820311,  -0.50
19820312,   0.18
19820315,  -0.63
19820316,  -0.18
19820317,   0.01
19820318,  -0.67
19820319,  -0.47
19820322,  -1.35
19820323,  -0.10
19820324,   0.18
19820325,  -0.13
19820326,   0.34
19820329,  -0.03
19820330,   0.36
19820331,   0.23
19820401,  -0.98
19820402,  -0.91
19820405,   0.19
19820406,  -0.15
19820407,   0.11
19820408,  -0.39
19820412,   0.30
19820413,   0.40
19820414,   0.66
19820415,   0.00
19820416,  -0.32
19820419,   0.37
19820420,   0.95
19820421,   0.07
19820422,  -0.69
19820423,  -0.64
19820426,  -0.39
19820427,   0.35
19820428,   0.29
19820429,   0.52
19820430,  -0.11
19820503,   0.29
19820504,  -0.06
19820505,   0.30
19820506,  -0.35
19820507,  -1.26
19820510,  -0.17
19820511,  -0.88
19820512,  -0.21
19820513,  -0.11
19820514,   0.13
19820517,   0.85
19820518,   0.31
19820519,   0.50
19820520,   0.68
19820521,   0.35
19820524,   0.00
19820525,   0.44
19820526,   0.84
19820527,   0.65
19820528,  -0.01
19820601,   0.50
19820602,   0.21
19820603,   0.38
19820604,   0.75
19820607,   0.07
19820608,   0.27
19820609,   0.45
19820610,   0.32
19820611,  -0.61
19820614,   0.60
19820615,   0.56
19820616,   0.72
19820617,   0.57
19820618,   0.60
19820621,   0.00
19820622,  -0.38
19820623,  -0.91
19820624,   0.26
19820625,   0.54
19820628,  -0.16
19820629,   0.18
19820630,   0.08
19820701,   0.62
19820702,   0.28
19820706,   0.41
19820707,   0.32
19820708,   0.20
19820709,  -0.19
19820712,   1.23
19820713,   0.47
19820714,   0.14
19820715,   0.25
19820716,   0.56
19820719,   0.27
19820720,  -0.02
19820721,   0.10
19820722,  -0.30
19820723,  -0.47
19820726,   0.13
19820727,   0.17
19820728,   0.92
19820729,   0.27
19820730,   0.44
19820802,  -0.31
19820803,   0.86
19820804,   0.42
19820805,  -0.14
19820806,   0.44
19820809,   0.31
19820810,   0.38
19820811,   0.27
19820812,   0.54
19820813,  -0.30
19820816,   0.40
19820817,  -0.21
19820818,   0.02
19820819,   0.40
19820820,  -1.13
19820823,  -1.06
19820824,  -0.61
19820825,  -2.69
19820826,  -1.18
19820827,   0.29
19820830,   0.42
19820831,   0.57
19820901,   0.76
19820902,  -0.64
19820903,  -0.61
19820907,   0.09
19820908,  -0.97
19820909,  -0.22
19820910,   0.29
19820913,   0.37
19820914,   0.36
19820915,   0.05
19820916,   0.17
19820917,   0.36
19820920,   0.41
19820921,   0.13
19820922,   0.81
19820923,   0.27
19820924,  -0.05
19820927,   0.40
19820928,   0.63
19820929,   0.27
19820930,   0.10
19821001,   0.28
19821004,   0.64
19821005,   0.18
19821006,   0.67
19821007,   0.42
19821008,   0.47
19821011,  -0.48
19821012,  -1.90
19821013,  -3.43
19821014,  -1.40
19821015,   0.17
19821018,   0.25
19821019,   0.28
19821020,  -0.17
19821021,   0.27
19821022,  -0.28
19821025,   1.30
19821026,   0.22
19821027,   0.16
19821028,   0.57
19821029,   0.70
19821101,   0.45
19821102,   0.01
19821103,  -0.48
19821104,   0.11
19821105,  -0.05
19821108,   0.17
19821109,   0.10
19821110,  -0.07
19821111,   0.31
19821112,   0.84
19821115,   0.05
19821116,   0.15
19821117,   0.36
19821118,   0.59
19821119,   0.83
19821122,  -0.34
19821123,   0.74
19821124,   0.68
19821126,   0.45
19821129,   0.68
19821130,   0.67
19821201,   0.84
19821202,   0.66
19821203,   0.32
19821206,   0.79
19821207,   0.95
19821208,  -0.49
19821209,  -2.21
19821210,  -1.94
19821213,   0.23
19821214,   0.35
19821215,  -0.77
19821216,   0.33
19821217,   0.71
19821220,   0.27
19821221,   0.88
19821222,   0.47
19821223,  -0.42
19821227,  -0.55
19821228,  -0.16
19821229,  -0.25
19821230,  -0.29
19821231,  -0.33
19830103,  -1.03
19830104,  -1.35
